Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M03",Absolute Quantification,"ABS","20611",Ch2Unknown,"rs2576241_A",,30.9,ddPCR Supermix for Probes (no dUTP),,32.1,29.7,31.7,30.2,7003,262880,5,182,6998,262698,0.000661,269883,,,,,,,,0.0264,0.03,0.02,0.0302,0.0225,2.57,2.93,1.95,2.93,2.21,1,1,,,,,"","(A04,B04,C04,D04,E03,E04,F03,F04,G03,G04,H03,H04)",31.5,30.3,31.3,30.56,,,,,0.0283,0.0222,0.0283,0.0244,2.75,2.18,2.75,2.38,
"M04",Absolute Quantification,"ABS","21RG-126G0140",Ch2Unknown,"rs2576241_A",,229,ddPCR Supermix for Probes (no dUTP),,240,218,234,224,7621,35413,0,0,7621,35413,0,43034,,,,,,,,0,,,0,0,0,,,0.018,0,1,1,,,,,"","(A05,B05)",235,224,231.9,226.7,,,,,,,0,0,,,0.0082,0,
"M05",Absolute Quantification,"ABS","21RG-062G0108",Ch2Unknown,"rs2576241_A",,149.2,ddPCR Supermix for Probes (no dUTP),,158,141,153.2,145.2,5290,39130,618,4666,4672,34464,0,44420,,,,,,,,0.999,1.037,0.96,1.037,0.961,50,50.9,49,50.9,49,1,1,,,,,"","(C05,D05)",153.7,145.2,151.2,147.1,,,,,1.018,0.979,1.018,0.979,50.46,49.48,50.46,49.48,
"M06",Absolute Quantification,"ABS","21RG-126G0134",Ch2Unknown,"rs6781236_A",,275,ddPCR Supermix for Probes (no dUTP),,288,263,281,270,8995,34092,1,0,8994,34092,0.0273,43087,,,,,,,,0.0001,,,0.00033,0,0.01,,,0.033,0,1,1,,,,,"","(E02,F02)",282,269,278.4,272.6,,,,,,,0.00021,0,,,0.021,0,
"M07",Absolute Quantification,"ABS","NTC",Ch2Unknown,"rs2576241_A",,0,ddPCR Supermix for Probes (no dUTP),,0.039,0,0.039,0,0,89317,0,0,0,89317,0,89317,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(E05,F05,G05,H05)",0.018,0,0.018,0,,,,,,,0,0,,,0,0,
"M08",Absolute Quantification,"ABS","21RG-103G0062",Ch2Unknown,"rs6781236_A",,115.5,ddPCR Supermix for Probes (no dUTP),,126,105,118.9,112.1,4384,42510,422,3957,3962,38553,0.385,46894,,,,,,,,0.999,1.06,0.94,1.041,0.957,50,51.5,48.5,51,48.9,1,1,,,,,"","(G02,H02)",121,110,117.2,113.7,,,,,1.029,0.969,1.02,0.977,50.7,49.2,50.5,49.4,
"A01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.15,ddPCR Supermix for Probes (no dUTP),23,,,1.68,0.74,23,23582,0,23,604,22978,0,23605,,,,,,,,0.038,,,0.053,0.022,3.6,,,5.1,2.2,1,1,2613,6032.1,784.66,789.77,"",,,,1.4,0.92,,,,,,,0.046,0.03,,,4.4,2.9,
"B01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",0.98,ddPCR Supermix for Probes (no dUTP),19.6,,,1.5,0.59,18,21668,0,18,561,21107,0,21686,,,,,,,,0.032,,,0.047,0.017,3.1,,,4.5,1.7,1,1,2613,6265,790.47,795.01,"",,,,1.23,0.76,,,,,,,0.039,0.024,,,3.8,2.4,
"C01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",0.87,ddPCR Supermix for Probes (no dUTP),17.4,,,1.36,0.52,17,22923,0,17,577,22346,0,22940,,,,,,,,0.029,,,0.043,0.015,2.8,,,4.2,1.5,1,1,2613,6449.3,782.13,786.33,"",,,,1.1,0.68,,,,,,,0.036,0.022,,,3.5,2.2,
"D01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.07,ddPCR Supermix for Probes (no dUTP),21.4,,,1.6,0.67,21,23058,0,21,597,22461,0,23079,,,,,,,,0.035,,,0.05,0.019,3.4,,,4.8,1.9,1,1,2613,6262,774.22,779.22,"",,,,1.32,0.85,,,,,,,0.042,0.027,,,4.1,2.6,
"E01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.18,ddPCR Supermix for Probes (no dUTP),23.6,,,1.74,0.76,23,22826,0,23,632,22194,0,22849,,,,,,,,0.036,,,0.051,0.021,3.5,,,4.9,2.1,1,1,2613,6039.6,775.25,780.55,"",,,,1.45,0.95,,,,,,,0.044,0.028,,,4.2,2.8,
"F01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.11,ddPCR Supermix for Probes (no dUTP),22.2,,,1.65,0.7,21,22291,0,21,607,21684,0,22312,,,,,,,,0.034,,,0.049,0.019,3.3,,,4.7,1.9,1,1,2613,6311,770.58,775.8,"",,,,1.37,0.88,,,,,,,0.042,0.027,,,4,2.6,
"G01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.09,ddPCR Supermix for Probes (no dUTP),21.8,,,1.63,0.69,21,22618,0,21,552,22066,0,22639,,,,,,,,0.038,,,0.054,0.021,3.6,,,5.2,2.1,1,1,2613,6143.7,766.75,771.74,"",,,,1.35,0.87,,,,,,,0.046,0.029,,,4.4,2.8,
"H01",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.12,ddPCR Supermix for Probes (no dUTP),22.4,,,1.64,0.72,23,24179,2,21,593,23586,0.0716,24202,,,,,,,,0.038,,,0.054,0.022,3.7,,,5.2,2.2,1,1,2613,5909.4,745.31,750.21,"",,,,1.37,0.9,,,,,,,0.046,0.03,,,4.4,2.9,
"A02",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.3,ddPCR Supermix for Probes (no dUTP),26,,,1.9,0.9,26,22747,1,25,589,22158,0.0173,22773,,,,,,,,0.044,,,0.061,0.026,4.2,,,5.8,2.6,1,1,2613,6153.5,761.14,767.3,"",,,,1.62,1.1,,,,,,,0.052,0.035,,,5,3.4,
"A03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs6781236_G","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,23378,0,0,0,23378,0,23378,,,,,,,,,,,,,,,,,,1,1,2613,0,668.02,668.02,"",,,,0.069,0,,,,,,,,,,,,,
"A04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.5,ddPCR Supermix for Probes (no dUTP),10,,,0.89,0.25,10,23335,0,10,628,22707,0,23345,,,,,,,,0.016,,,0.026,0.006,1.5,,,2.5,0.6,1,1,2647,5664.9,688.03,690.17,"",,,,0.68,0.36,,,,,,,0.021,0.011,,,2.04,1.06,
"A05",Absolute Quantification,"ABS","21RG-126G0140",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22564,0,0,4079,18485,0,22564,,,,,,,,,,,,,,,,,,1,1,2647,0,698.74,698.74,"",,,,0.071,0,,,,,,,,,,,,,
"B02",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",0.75,ddPCR Supermix for Probes (no dUTP),15,,,1.21,0.43,15,23402,1,14,617,22785,0.0312,23417,,,,,,,,0.024,,,0.036,0.012,2.3,,,3.5,1.2,1,1,2613,5941.2,756.14,759.46,"",,,,0.97,0.58,,,,,,,0.03,0.018,,,2.9,1.7,
"B03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs6781236_G","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,24012,0,0,0,24012,0,24012,,,,,,,,,,,,,,,,,,1,1,2613,0,652,652,"",,,,0.067,0,,,,,,,,,,,,,
"B04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.73,ddPCR Supermix for Probes (no dUTP),14.6,,,1.19,0.41,14,22510,0,14,538,21972,0,22524,,,,,,,,0.026,,,0.04,0.012,2.5,,,3.8,1.2,1,1,2647,5776,682.12,685.28,"",,,,0.94,0.55,,,,,,,0.033,0.019,,,3.2,1.8,
"B05",Absolute Quantification,"ABS","21RG-126G0140",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20470,0,0,3542,16928,0,20470,,,,,,,,,,,,,,,,,,1,1,2647,0,695.04,695.04,"",,,,0.079,0,,,,,,,,,,,,,
"C02",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1.09,ddPCR Supermix for Probes (no dUTP),21.8,,,1.64,0.68,20,21599,0,20,546,21053,0,21619,,,,,,,,0.036,,,0.052,0.02,3.5,,,5,2,1,1,2613,6054.9,752.85,757.76,"",,,,1.35,0.86,,,,,,,0.044,0.028,,,4.3,2.7,
"C03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs6781236_G","Manual",0.05,ddPCR Supermix for Probes (no dUTP),1,,,0.26,0,1,21690,1,0,0,21690,0.0542,21691,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,2613,3621.3,658.17,658.31,"",,,,0.14,0.01,,,,,,,2.6,0,,,89,11,
"C04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.68,ddPCR Supermix for Probes (no dUTP),13.6,,,1.13,0.37,13,22438,0,13,658,21780,0,22451,,,,,,,,0.019,,,0.03,0.009,1.9,,,3,0.9,1,1,2647,6022.5,687.72,690.81,"",,,,0.89,0.51,,,,,,,0.025,0.014,,,2.4,1.4,
"C05",Absolute Quantification,"ABS","21RG-062G0108",Ch1Unknown,"rs2576241_C","Manual",148,ddPCR Supermix for Probes (no dUTP),2960,,,153,142,2771,20740,306,2465,2424,18316,0,23511,,,,,,,,1.02,,,1.07,0.96,50.4,,,51.7,49.1,1,1,2647,6574.1,683.08,1377.4,"",,,,150.3,144.7,,,,,,,1.043,0.989,,,51.1,49.7,
"D02",Absolute Quantification,"ABS","30113",Ch1Unknown,"rs6781236_G","Manual",1,ddPCR Supermix for Probes (no dUTP),20,,,1.6,0.5,14,17223,2,12,439,16784,0.115,17237,,,,,,,,0.031,,,0.048,0.014,3,,,4.6,1.4,1,1,2613,5914.7,760.87,765.06,"",,,,1.23,0.72,,,,,,,0.04,0.023,,,3.8,2.2,
"D03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs6781236_G","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21264,0,0,0,21264,0,21264,,,,,,,,,,,,,,,,,,1,1,2613,0,672.32,672.32,"",,,,0.076,0,,,,,,,,,,,,,
"D04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.93,ddPCR Supermix for Probes (no dUTP),18.6,,,1.43,0.56,18,22713,1,17,653,22060,0.0257,22731,,,,,,,,0.027,,,0.04,0.014,2.6,,,3.9,1.4,1,1,2647,6030.6,685.4,689.63,"",,,,1.17,0.73,,,,,,,0.034,0.021,,,3.3,2,
"D05",Absolute Quantification,"ABS","21RG-062G0108",Ch1Unknown,"rs2576241_C","Manual",151,ddPCR Supermix for Probes (no dUTP),3020,,,157,145,2513,18396,312,2201,2248,16148,0.315,20909,,,,,,,,0.98,,,1.03,0.93,49.5,,,50.9,48.1,1,1,2647,6632.9,687.21,1401.8,"",,,,153.7,147.6,,,,,,,1.008,0.953,,,50.2,48.8,
"E02",Absolute Quantification,"ABS","21RG-126G0134",Ch1Unknown,"rs6781236_G","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20909,0,0,4456,16453,0,20909,,,,,,,,,,,,,,,,,,1,1,2613,0,626.46,626.46,"",,,,0.077,0,,,,,,,,,,,,,
"E03",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.74,ddPCR Supermix for Probes (no dUTP),14.8,,,1.19,0.41,14,22401,1,13,575,21826,0.0345,22415,,,,,,,,0.024,,,0.037,0.011,2.3,,,3.6,1.1,1,1,2647,5885,699.58,702.81,"",,,,0.95,0.56,,,,,,,0.031,0.017,,,3,1.7,
"E04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",1.5,ddPCR Supermix for Probes (no dUTP),30,,,2.2,1,28,21479,1,27,531,20948,0.0173,21507,,,,,,,,0.052,,,0.072,0.032,4.9,,,6.7,3.1,1,1,2647,5998.6,680.27,687.19,"",,,,1.84,1.26,,,,,,,0.062,0.042,,,5.9,4,
"E05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22493,0,0,0,22493,0,22493,,,,,,,,,,,,,,,,,,1,1,2647,0,653.35,653.35,"",,,,0.072,0,,,,,,,,,,,,,
"F02",Absolute Quantification,"ABS","21RG-126G0134",Ch1Unknown,"rs6781236_G","Manual",0.05,ddPCR Supermix for Probes (no dUTP),1,,,0.25,0,1,22177,1,0,4538,17639,0.053,22178,,,,,,,,0.0002,,,0.00066,0,0.02,,,0.066,0,1,1,2613,3762.3,635.77,635.91,"",,,,0.13,0.01,,,,,,,0.00042,0,,,0.042,0,
"F03",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.67,ddPCR Supermix for Probes (no dUTP),13.4,,,1.11,0.37,13,22690,0,13,560,22130,0,22703,,,,,,,,0.023,,,0.036,0.01,2.2,,,3.5,1,1,1,2647,5857.7,701.26,704.21,"",,,,0.88,0.5,,,,,,,0.029,0.016,,,2.9,1.6,
"F04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.73,ddPCR Supermix for Probes (no dUTP),14.6,,,1.21,0.4,13,20953,0,13,532,20421,0,20966,,,,,,,,0.024,,,0.038,0.011,2.4,,,3.6,1.1,1,1,2647,5847.8,657.56,660.78,"",,,,0.95,0.55,,,,,,,0.031,0.017,,,3,1.7,
"F05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21978,0,0,0,21978,0,21978,,,,,,,,,,,,,,,,,,1,1,2647,0,657.04,657.04,"",,,,0.073,0,,,,,,,,,,,,,
"G02",Absolute Quantification,"ABS","21RG-103G0062",Ch1Unknown,"rs6781236_G","Manual",117.3,ddPCR Supermix for Probes (no dUTP),2346,,,122.1,112.5,2256,21521,216,2040,2105,19416,0,23777,,,,,,,,0.97,,,1.03,0.91,49.3,,,50.7,47.8,1,1,2613,6725,607.2,1187.7,"",,,,119.8,114.8,,,,,,,0.999,0.942,,,50,48.5,
"G03",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",1.03,ddPCR Supermix for Probes (no dUTP),20.6,,,1.55,0.64,20,22813,0,20,583,22230,0,22833,,,,,,,,0.034,,,0.049,0.019,3.3,,,4.7,1.9,1,1,2647,5994.2,681.19,685.84,"",,,,1.28,0.82,,,,,,,0.042,0.026,,,4,2.6,
"G04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",1.08,ddPCR Supermix for Probes (no dUTP),21.6,,,1.61,0.68,21,22951,1,20,543,22408,0.0264,22972,,,,,,,,0.038,,,0.055,0.021,3.7,,,5.2,2.1,1,1,2647,5827.9,661.36,666.08,"",,,,1.33,0.86,,,,,,,0.047,0.03,,,4.5,2.9,
"G05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22662,0,0,0,22662,0,22662,,,,,,,,,,,,,,,,,,1,1,2647,0,660.44,660.44,"",,,,0.071,0,,,,,,,,,,,,,
"H02",Absolute Quantification,"ABS","21RG-103G0062",Ch1Unknown,"rs6781236_G","Manual",113.3,ddPCR Supermix for Probes (no dUTP),2266,,,118.2,108.5,2123,20994,206,1917,1857,19137,1.02,23117,,,,,,,,1.03,,,1.09,0.97,50.8,,,52.3,49.2,1,1,2613,6737.4,613.41,1175.8,"",,,,115.8,110.9,,,,,,,1.062,0.999,,,51.5,50,
"H03",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.75,ddPCR Supermix for Probes (no dUTP),15,,,1.22,0.42,14,21870,0,14,581,21289,0,21884,,,,,,,,0.024,,,0.037,0.011,2.3,,,3.5,1.1,1,1,2647,5684.4,690.32,693.52,"",,,,0.97,0.57,,,,,,,0.03,0.017,,,2.9,1.7,
"H04",Absolute Quantification,"ABS","20611",Ch1Unknown,"rs2576241_C","Manual",0.45,ddPCR Supermix for Probes (no dUTP),9,,,0.81,0.21,9,23543,1,8,616,22927,0.0392,23552,,,,,,,,0.014,,,0.024,0.005,1.4,,,2.4,0.5,1,1,2647,5918.5,657.85,659.86,"",,,,0.62,0.32,,,,,,,0.0193,0.0095,,,1.89,0.95,
"H05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs2576241_C","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22184,0,0,0,22184,0,22184,,,,,,,,,,,,,,,,,,1,1,2647,0,662.94,662.94,"",,,,0.073,0,,,,,,,,,,,,,
"A01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",30.5,ddPCR Supermix for Probes (no dUTP),610,,,32.9,28.1,604,23001,0,23,604,22978,0,23605,,,,,,,,0.038,,,0.053,0.022,3.6,,,5.1,2.2,1,1,1811,2567.3,1092.5,1130.3,"",,,,31.7,29.3,,,,,,,0.046,0.03,,,4.4,2.9,
"B01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",30.8,ddPCR Supermix for Probes (no dUTP),616,,,33.4,28.3,561,21125,0,18,561,21107,0,21686,,,,,,,,0.032,,,0.047,0.017,3.1,,,4.5,1.7,1,1,1811,2570.3,1109,1146.8,"",,,,32.1,29.5,,,,,,,0.039,0.024,,,3.8,2.4,
"C01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",30,ddPCR Supermix for Probes (no dUTP),600,,,32.4,27.5,577,22363,0,17,577,22346,0,22940,,,,,,,,0.029,,,0.043,0.015,2.8,,,4.2,1.5,1,1,1811,2572.4,1088.8,1126.2,"",,,,31.2,28.7,,,,,,,0.036,0.022,,,3.5,2.2,
"D01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",30.8,ddPCR Supermix for Probes (no dUTP),616,,,33.3,28.4,597,22482,0,21,597,22461,0,23079,,,,,,,,0.035,,,0.05,0.019,3.4,,,4.8,1.9,1,1,1811,2582.1,1092.9,1131.4,"",,,,32.1,29.6,,,,,,,0.042,0.027,,,4.1,2.6,
"E01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",33,ddPCR Supermix for Probes (no dUTP),660,,,35.6,30.4,632,22217,0,23,632,22194,0,22849,,,,,,,,0.036,,,0.051,0.021,3.5,,,4.9,2.1,1,1,1811,2577.6,1102.2,1143,"",,,,34.3,31.7,,,,,,,0.044,0.028,,,4.2,2.8,
"F01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",32.4,ddPCR Supermix for Probes (no dUTP),648,,,35,29.9,607,21705,0,21,607,21684,0,22312,,,,,,,,0.034,,,0.049,0.019,3.3,,,4.7,1.9,1,1,1811,2583.8,1093.8,1134.4,"",,,,33.8,31.1,,,,,,,0.042,0.027,,,4,2.6,
"G01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",29,ddPCR Supermix for Probes (no dUTP),580,,,31.5,26.6,552,22087,0,21,552,22066,0,22639,,,,,,,,0.038,,,0.054,0.021,3.6,,,5.2,2.1,1,1,1811,2566.8,1102.3,1138,"",,,,30.3,27.8,,,,,,,0.046,0.029,,,4.4,2.8,
"H01",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",29.3,ddPCR Supermix for Probes (no dUTP),586,,,31.6,26.9,595,23607,2,21,593,23586,0.0716,24202,,,,,,,,0.038,,,0.054,0.022,3.7,,,5.2,2.2,1,1,1811,2550.6,1077.9,1114.1,"",,,,30.5,28.1,,,,,,,0.046,0.03,,,4.4,2.9,
"A02",Absolute Quantification,"ABS","30113",Ch2Unknown,"rs6781236_A","Manual",30.9,ddPCR Supermix for Probes (no dUTP),618,,,33.4,28.4,590,22183,1,25,589,22158,0.0173,22773,,,,,,,,0.044,,,0.061,0.026,4.2,,,5.8,2.6,1,1,1811,2581.5,1094.8,1133.3,"",,,,32.2,29.6,,,,,,,0.052,0.035,,,5,3.4,
"A03",Absolute Quantification,"ABS","NTC",Ch2Unknown,"rs6781236_A","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,23378,0,0,0,23378,0,23378,,,,,,,,,,,,,,,,,,1,1,1811,0,1078.7,1078.7,"",,,,0.069,0,,,,,,,,,,,,,
"A04",Absolute Quantification,"ABS","20611",Ch2Unknown,"rs2576241_A","Manual",32.1,ddPCR Supermix for Probes (no dUTP),642,,,34.6,29.6,628,22717,0,10,628,22707,0,23345,,,,,,,,0.016,,,0.026,0.006,1.5,,,2.5,0.6,1,1,1808,3093.6,947.24,1005,"",,,,33.4,30.8,,,,,,,0.021,0.011,,,2.04,1.06,
